user_id,user_created_at,length,likes,quotes,replies,retweets,text,user_followers,user_tweet_count
nastazia.bsky.social,2024-11-14,121,588,0,16,104,Repost if you Love watching photos of the universe.. I certainly do\n#Bluesky #BlueCrew #StrongerTogether #universe #photo, 9000, 1703
rehanwaxir.bsky.social,2024-11-21,9,9108,32,95,555,Stardust💫, 8392, 194
vitalityqueen.bsky.social,2024-11-13,159,5682,4,74,346,I’m gonna get my degree. \n\nI’m gonna get my degree. \n\nI’m gonna get my degree. \n\nI’m gonna get my degree. \n\nI’m gonna get my degree. \n\nI’m gonna get my degree., 581, 249
bennjordan.bsky.social,2023-07-03,45,673,1,14,33,Took a much better shot of Pleides tonight! 😍, 6943, 121
universespace.bsky.social,2024-11-19,12,304,1,1,26,Orion Nebula, 9286, 121
allabtgalaxy.bsky.social,2024-10-22,261,532,0,21,23,"Wow, 100k followers. I never could have imagined reaching such a milestone on Instagram. Each and every one of you has been a constant source of inspiration and motivation for me. From the bottom of my heart, thank you for all the love and support you've shown.", 101252, 109
jamellebouie.net,2023-04-27,109,6035,47,340,158,watching this yacht rock documentary on hbo max and i didn’t expect michael mcdonald to be such a chill dude!, 419099, 10698
catsofyore.bsky.social,2023-04-28,82,17475,23,217,681,I was AMBUSHED by this MYSTERIOUS CRYPTID at @merrymacsanctuary.bsky.social today., 190277, 10945
adamkinzinger.bsky.social,2023-08-31,138,21790,214,1072,4847,"This is all the Russians have been able to take in almost a year, at the cost of about 1500 men A DAY.\n\nYou heard that right, 1500 PER DAY", 437315, 143
jojofromjerz.bsky.social,2023-05-04,107,3436,22,384,167,I’m still not watching or listening to the news. It’s been great to be honest.\nSo much room for activities!, 385708, 413
mollyjongfast.bsky.social,2023-04-27,75,6393,95,248,1986,So @janemayer.bsky.social does not miss \n\nwww.newyorker.com/news/news-de..., 525130, 1298
jojofromjerz.bsky.social,2023-05-04,152,1231,4,87,101,The way the same incel Magaidiots who’ve been telling me to “cry harder” since the election are melting the fuck down right now over Hunter’s pardon… 😂😂, 385708, 413
bodegacats.bsky.social,2023-06-30,0,2669,8,30,224,nan, 270529, 1642
lauren.rotatingsandwiches.com,2023-04-26,230,380,1,5,40,"for your protection we have opened the excel file in your browser instead of downloading"" ""for your protection we have locked the excel file you downloaded"" if you were a man and not a machine i would cut you down where you stand", 89366, 4183
chrislhayes.bsky.social,2023-04-29,45,3718,79,132,528,actual lol\n\nwww.newyorker.com/news/news-de..., 395784, 1734
phillewis.bsky.social,2023-04-23,198,970,36,39,319,"The federal trial of Kansas police detective Roger Golubski, accused of sexually assaulting Black women & girls in poor neighborhoods and terrorizing those who fought back, is set to begin this week", 285933, 3599
nerdjpg.com,2023-04-26,152,604,4,28,55,I’ll be honest it is hard to tell the right wing trolls posing as liberals and actual liberals profiles sometimes cause some of you really are like that, 40777, 16560
markjacob.bsky.social,2023-07-25,196,727,9,49,127,The GOP is not a political party.\nIt’s an organized crime syndicate.\nIt’s a frat party.\nIt’s a Klan rally.\nIt’s the modern-day Spanish inquisition.\nBut it’s no longer a legitimate political party., 10719, 282
mattgertz.bsky.social,2023-05-12,209,364,3,7,52,Maybe Pete Hegseth has stopped being publicly drunk and trying to sleep with subordinates since joining Fox and marrying his third wife/former producer -- a good way to tell would be Fox releasing his HR file., 217139, 335
ao3struggles.bsky.social,2024-10-17,44,631,25,6,188,their kinks include being nice to each other, 29890, 376
ashleyvotesblue.bsky.social,2024-11-11,26,1035,11,31,270,Just gonna drop this here…, 48016, 524
peterstefanovic.bsky.social,2023-09-27,157,1045,11,21,208,"“As a child I needed free school meals, as mayor, I provide them. And this policy works – here’s the proof”\n\nSadiq Khan👏\n\nwww.theguardian.com/commentisfre...", 136281, 1290
jack-e-smith.bsky.social,2023-07-01,292,9001,82,318,1890,"Pete Hegseth, nominee for Sec Def:\n\n- zero experience\n- his own mother will not endorse him\n- not a single reputable member of the military has come forward to support his nomination \n- has a history of sexual assault, financial mismanagement and being drunk on the job\n\nYou're all caught up.", 367244, 781
adamkinzinger.bsky.social,2023-08-31,66,1199,8,113,96,Nice work everyone. \n\nThey have been playing this game for a while, 437315, 143
scalzi.com,2023-04-27,112,506,1,16,12,"Off to write, will be away for a bit. In the meantime here is Charlie, who wishes to share her popcorn with you.", 208186, 12987
angryblacklady.bsky.social,2023-05-02,122,618,2,22,21,Write a post about how you like it here and watch the weirdos come out.\n\nAnd then watch nobody respond to them.\n\nIt’s fun., 102677, 5912
jojofromjerz.bsky.social,2023-05-04,16,563,4,45,93,Where’s the lie?, 385712, 413
tribelaw.bsky.social,2024-11-12,267,815,12,40,132,"WASHINGTON (The Borowitz Report)—“Desperate to save his nomination as Secretary of Defense, on Monday Pete Hegseth claimed that he had never met his mother.\n\nShown a photo of his mother, Hegseth said that “When it comes to being my mother, this woman is not my type.”", 191650, 167
geoffnorcott.bsky.social,2024-11-14,38,5902,50,78,1338,Massive away win for the little fella., 7536, 53
joncooper-us.bsky.social,2024-11-09,131,1010,6,53,112,"This is the estimated real-time Bluesky user count right now. If you ever want to get an updated count, visit bsky-users.theo.io. 🦋", 288883, 250
tonywebster.com,2023-04-27,45,1804,1,92,14,Officially 80% done with my master’s degree 🥰, 3115, 33
behrbones.bsky.social,2023-07-25,293,1820,50,768,65,This is such a dumb question i fear even asking it but… how do y’all build in more time for reading? I *love* to read but just can’t seem to build in a consistent routine to get through the books I want to. \n\nAny tips/experience/tough love (e.g. “Josh get tf off of social media”) appreciated!, 1794, 1782
joncooper-us.bsky.social,2024-11-09,33,1074,0,70,58,"Happy Monday, Bluesky friends! ☀️", 288884, 250
drericding.bsky.social,2023-07-01,109,757,12,45,189,"People always need reminders than the COVID vaccines work. In the world is misinformation, good data is king.", 147285, 282
scalzi.com,2023-04-27,263,1091,11,35,47,"Today marks the day when Bluesky becomes the place I have the largest number of followers I've had on any social media site, ever. I have thoughts about this, and about the ascendance of Bluesky generally, over on my own site.\n\nwhatever.scalzi.com/2024/12/02/a...", 208186, 12987
corkykneivel.bsky.social,2023-07-24,129,5286,30,87,506,"Who knew the REAL East Coast vs West Coast Rap Beef would be between Flavor Flav & Snoop Dogg for the role ""America\'s Sweetheart", 1198, 860
mc00.bsky.social,2023-09-04,105,546,9,14,54,European Federation of Journalists to stop posting content on X\nwww.thelondoneconomic.com/news/media/e..., 22737, 1111
joshgondelman.bsky.social,2023-05-05,113,6267,37,135,376,Fact: The Counting Crows lyric “it’s been a long December” was written halfway through the first day of December., 57034, 3691
mollyjongfast.bsky.social,2023-04-27,166,2214,16,133,418,Protect norms and institutions\n\nProtect norms and institutions\n\nProtect norms and institutions\n\nProtect norms and institutions\n\nwww.washingtonpost.com/national-sec..., 525136, 1298
pixelatedboat.bsky.social,2023-04-28,62,1422,1,21,114,🎶 Sing us a song you’re the piano preset on a Yamaha DX7 man 🎶, 178008, 1735
naturescompass.bsky.social,2024-11-28,59,1053,5,35,48,Harvey Lake in Pennsylvania \nFollow now and stay inspired!😊, 6603, 100
fpwellman.bsky.social,2023-07-07,121,353,2,9,83,Pete Hegseth has no place leading the largest federal agency and our men and women in uniform. apple.news/ADN8Ja8x8Swm..., 243719, 1940
mehdirhasan.bsky.social,2023-04-28,100,6867,132,674,894,I genuinely don't think I can handle the next four years of New York Times headlines. \n\nKill me now., 382112, 171
ronfilipkowski.bsky.social,2024-11-11,279,1892,26,113,262,Dems/media condemning Joe for pardoning Hunter right after a psycho who has spent 4 years ranting that he was going to go after him is the most toxic kind of phony virtue signaling imaginable. Don’t forget to pat yourselves on the back from your perches on the moral high ground., 477198, 365
atrupar.com,2023-04-28,18,2167,38,127,472,nightmare rotation, 541913, 4070
joncooper-us.bsky.social,2024-11-09,85,11605,65,342,1069,"Mega congrats to @aoc.bsky.social, who just hit ONE MILLION followers on Bluesky! 👏👏🦋", 288860, 250
theonion.com,2023-04-29,79,779,2,8,91,American Express Launches Small Sweatshop Saturday\ntheonion.com/american-exp..., 775274, 1230
nickknudsenus.bsky.social,2023-05-06,11,805,10,26,180,This. 🤦🏻\u200d♂️, 177400, 456
dworkin.bsky.social,2023-07-05,45,4473,58,417,724,Kash Patel should never head the FBI. Agreed?, 238446, 1484
georgetakei.bsky.social,2023-04-30,113,7215,57,309,851,"So if Devin Nunes had a cow account, why not his top aide, Kash Patel?\n\nAnd could we please call it the Kash Cow?", 869023, 5295
pikat.io,2023-07-03,9,770,2,24,96,best girl, 62627, 1417
libbycwatson.bsky.social,2023-05-12,63,1048,3,31,138,"I am a picking eater, and man, my taste bubs went off the roof.", 10418, 543
cooltxchick.bsky.social,2023-05-27,296,6573,41,277,801,"Hunter maintaining his sobriety the past 4 yrs despite the guilt he must feel over his addiction being weaponized against the one person who has loved him unconditionally, even in his darkest days, has me emotional. I hope one day Hunter can find the love for himself that his father has for him…", 78915, 662
marisakabas.bsky.social,2023-05-04,111,578,15,51,42,at what point do we realize yelling at the NYT is a fruitless exercise and there are better uses of our energy?, 69199, 15124
mjfree.bsky.social,2024-11-09,57,3584,33,164,861,I'm going to post this video every day so we never forget, 206815, 458
cwebbonline.com,2023-08-12,247,3259,44,122,1177,THIS NEW YORKER PIECE IS STUNNING! \n\nPete Hegseth has no business being in charge of defense when the military is dealing with an ongoing issue of sexual assault against women. This is some next level shit.\n\nPETE HEGSETH’S SECRET HISTORY…\n(1 of 2), 165452, 868
squeaky.bsky.social,2023-07-09,21,485,0,9,95,Slime Pirate Redesign, 26716, 370
aoc.bsky.social,2023-04-27,104,5056,37,445,191,Did anyone else first see this on Clarissa Explains It All and pined over it the rest of their childhood, 1081967, 437
theonion.com,2023-04-29,50,1308,7,19,44,Parents Completely Jacked 3 Months Into Retirement, 775276, 1230
lozzagilbert.bsky.social,2023-09-27,110,1512,18,70,159,Can we stop making live action remakes of everything and start making muppet remakes of every film and musical, 1995, 336
juddlegum.bsky.social,2023-04-27,296,18746,319,688,4212,"We cannot continue to participate in the social network feed of a man who proclaims the death of the media and therefore of journalists... X is a platform that no longer serves the public interest at all, but the special ideological and financial interests of its owner and his political allies", 292179, 428
thetnholler.bsky.social,2023-05-16,62,4522,76,230,1316,didn’t see quite the same level of outrage about these pardons, 134296, 821
emyrdavies.bsky.social,2024-11-16,59,9501,21,101,432,Shroom cluster from a week or so ago.\n\n#fungi\n#fungifriends, 497, 41
humblyjay.bsky.social,2024-11-25,88,2588,14,47,180,This is a true 'once-in-a-lifetime shot.\nA meteor and Milky Way galaxy in the same frame, 8640, 22
hwinkler4real.bsky.social,2024-11-19,115,391,1,59,42,What will the world think / feel with all these felons in our leadership roles ! It’s hard to wrap your head around, 128536, 60
gtburt.bsky.social,2023-12-15,64,4929,33,226,204,Sunday is usually Jazz Day around here and seeing it’s December…, 1044, 1342
areflectivegem.bsky.social,2024-11-16,36,2698,43,62,329,"Kendrick put crack in GNX, I fear. 🔁", 747, 296
ronfilipkowski.bsky.social,2024-11-11,272,482,4,24,83,"It’s interesting that the media seems intent on focusing on Kash Patel’s threats to go after the media (while playing my clip from last year on their shows), but don’t say a word about Patel’s many threats to go after Hunter. All while criticizing the pardon. How curious.", 477202, 365
jack-e-smith.bsky.social,2023-07-01,127,1930,8,54,143,"I want you to know that I have your back.\n\nIf you show me you're an idiot, I will believe you. With my whole heart.\n\nAlways. 🫶🏼", 367219, 779
wholethings.bsky.social,2024-01-08,0,9761,22,82,480,nan, 11596, 26
jtp.bsky.social,2023-04-20,35,5827,35,338,208,why is there video games on netflix, 69191, 2813
spindlypete.bsky.social,2023-09-19,200,2570,28,107,142,i would like to watch a show called But How Would I Get Groceries that shows how people with big families get groceries in parts of the world or even time periods of the world without SUVs and Costcos, 12756, 24664
amazingeye18.bsky.social,2024-10-14,24,10835,18,91,432,"Grand Canyon, Arizona 🇺🇲", 6898, 25
altyellonatpark.org,2024-11-11,38,11346,13,82,395,Good morning from @altyellonatpark.org, 29147, 462
naturescompass.bsky.social,2024-11-28,49,7855,16,63,380,@naturelove.bsky.social Nature’s masterpiece🌎🦋🍀⛰️, 6594, 99
amytrask.bsky.social,2023-07-03,60,3535,8,64,135,This will never get old - and will always be my happy place., 5840, 686
gatinarios.bsky.social,2024-08-29,22,3729,6,33,263,a vida imitando a arte, 51056, 3134
kylietcheung.bsky.social,2023-04-27,28,2215,29,1,255,local man discovers misogyny, 16747, 1330
theonion.com,2023-04-29,107,3323,29,57,204,Study: Overuse Of Hair Detangler Giving Rise To Product-Resistant Supertangles\ntheonion.com/study-overus..., 775276, 1230
kirstenp.bsky.social,2023-07-01,115,3977,33,149,252,Finally watched Arrival last night and I really think we should be allowed more big-budget films about linguistics., 746, 137
badhypz.bsky.social,2024-12-01,87,1348,2,22,43,What’s the best mirrorless camera for both street and wildlife photography under 1000$?, 176, 14
pleasantkenobi.bsky.social,2023-07-04,132,608,6,41,33,"Hear me out"" and its just a picture of the most conventionally attractive fan service big titty anime goth girl you have ever seen.", 6661, 242
internethippo.bsky.social,2023-06-29,176,1131,4,30,79,Finding out it will cost $10K a month to place my dad in a care facility and that's horrible but if it helps just one private equity guy buy a vacation house then it's worth it, 163356, 580
amazingeye18.bsky.social,2024-10-14,34,3218,4,59,200,"Superstition Mountains, Arizona 🇺🇸", 6898, 25
wildlifeandtravel.bsky.social,2024-11-15,58,1759,6,32,107,Barn owl #Birds #Yorkshire #Wildlife wildlifeandtravel.com, 1616, 222
culturecrave.co,2023-07-01,108,1030,83,36,141,"New #PS5 update lets players change their startup animation and audio to PS1, PS2, PS3, or PS4 animations 🕹️", 117155, 1147
chibiturine.bsky.social,2024-10-17,78,952,1,63,9,I was out all day and came back to the news that I got awarded a scholarship 😸, 431, 1555
nomadmatt.bsky.social,2024-11-02,18,1320,20,86,387,Y'all notice this?, 37680, 185
ronfilipkowski.bsky.social,2024-11-11,66,5639,79,327,886,It’s past time for new leadership. Pass the torch to the fighters., 477207, 365
spahn711.bsky.social,2023-08-18,224,2340,7,27,164,"A couple years ago, I captured a pretty cool phenomenon that I didn\'t even know existed until I did some digging afterward. This here is an ""above anvil cirrus plume.""  Explanation, with a comparison to a simulation below! 👇", 49593, 1086
bladeofthes.bsky.social,2024-11-11,121,477,15,38,76,"Here's one for Greta Thunberg, Andrew Tate having all his cars taken away.\n\nNow who is laughing at all those 'emissions'?", 62599, 610
jamesgunn.bsky.social,2023-04-23,131,477,8,39,34,It’s been like waiting until Christmas morning to share this series with you all. See Episodes 1 & 2 December 5. #CreatureCommandos, 192437, 541
jasonkpargin.bsky.social,2023-05-01,279,1488,12,51,64,"I'm genuinely happy for the 'Wicked' fans that they have something they can be unapologetically enthusiastic and annoying about! It's not for me but who cares, I wish I had something I loved that much! \n\nSame for the Kendrick Lamar fans, I'm glad you like when he shouts mustard!", 15258, 742
julesk.me,2023-05-03,12,752,1,29,30,Good morning, 5073, 12606
ayesharp.bsky.social,2024-11-13,33,930,16,38,45,Kendrick really kicked Drake ass., 1214, 460
adamcsharp.bsky.social,2023-09-19,284,3133,37,322,337,A list of ten musical artists to listen to if you’re a conspiracy theorist...\n\n10. Maroon 5G\n9. Flat Eartha Kitt\n8. 4 QAnon Blondes\n7. Huey Lewis and the Fake News\n6. Foster the Sheeple\n5. New (World) Order \n4. Masonic Youth \n3. Unmarked Van Morrison \n2. Basement Vaxx\n1. Simple Minds, 31186, 3473
ladyemily.nebula.tv,2023-05-26,90,1864,6,60,87,That’s it. I’ve seen enough. Convert half of Gotham into a prison and call it Arkham City., 22105, 1141
swordsjew.bsky.social,2023-04-28,142,943,2,61,15,"just watched the ds9 episode where a runabout gets shrunk and o'brien, dax and bashir are 1cm tall and manage to save the day and it's so cute", 129351, 10981
phillewis.bsky.social,2023-04-23,193,599,170,90,182,"Ex-police detective Roger Golubski,  accused of raping and abusing multiple women, has reportedly died by suicide. \n\nHis federal trial was set to begin today\n\nwww.kansascity.com/news/local/a...", 285926, 3599
muellershewrote.bsky.social,2023-04-28,86,2470,15,77,261,Has anyone checked to see whether Hegseth is actually Kavanaugh’s drinking buddy Squi?, 474407, 1619
doginacafe.bsky.social,2023-06-19,41,2693,4,44,427,in the meantime here is some kitty i drew, 55054, 113
catsofyore.bsky.social,2023-04-28,264,420,1,19,52,"I see this postcard posted online a lot with ""ca. 1910"". Since she has a newspaper in her lap I thought maybe I could get a little more specific, so I went on a research binge and found it. It\'s a copy of Le Mirror from August, 1915. gallica.bnf.fr/ark:/12148/b...", 190265, 10945
lubchansky.bsky.social,2023-05-08,131,1915,7,30,84,there’s truly nothing in the world like listening to two horrible seeming people have a conversation 3-5 feet from you. pure cinema, 44906, 3009
mistersalesman.bsky.social,2024-11-15,95,224,38,323,14,The Exorcist was the scariest movie that I've ever seen. What movie scared the hell out of you?, 27398, 1012
glassbottommeg.bsky.social,2023-05-22,245,1515,53,96,262,"Huh.\n\nThey did another study on Kessler Syndrome (the cascade event where one orbital collision cascades into a permanent storm), and they put it at around 2050 now, unless the rate of orbits slows down. robertvanwey.substack.com/p/the-immine...", 9129, 7802
oldfriend99.bsky.social,2023-05-07,230,1073,2,21,52,"Warning came on tv that the show i was about to watch is ""a product of its time and depicts prejudices that were wrong then and remain unacceptable today."" Turned out to be an episode of the brand new show \'Jeopardy Australia\' lol", 56000, 2911
kimmymonte.bsky.social,2023-05-09,116,1650,14,83,147,"if you take blink-182 and add twenty one pilots then add matchbox twenty then subtract another blink-182, the sum 41", 7532, 1774
theabigailthorn.bsky.social,2023-05-02,100,1664,5,160,30,Can’t decide whether to do one massive sprawling video on Nietzsche or a main one and a spinoff one?, 74501, 693
sadiesmam.bsky.social,2024-11-11,11,1956,5,29,107,Nanight...., 563, 313
davidbflower.bsky.social,2023-09-27,119,647,0,23,29,I've just submitted this picture of Jupiter and Aldebaran to Astronomy Now magazine. 🔭 🧪 #astrophotography #photography, 41126, 7055
amyb8888.bsky.social,2024-11-07,195,3136,8,45,145,Even common Rustgills/Gymnopilus penetrans can be beautiful if you catch the sun the right way. I got lucky and saw these at the right moment. #fungifriends #fungi #forestfloor #naturephotography, 5165, 787
playstation.com,2023-04-29,49,3334,478,323,856,It's about you.\n\nThank you for 30 years of play 💙, 39591, 1
npr.org,2023-05-02,199,448,6,14,82,"Every year, we ask NPR staff and book critics to share their favorite titles in our annual Books We Love guide. Behind the scenes, it's fun to spot trends and see what gets nominated again and again.", 501140, 1873
jondoyledesign.bsky.social,2023-07-01,120,1923,14,90,134,"Personally think it should be a LEGAL requirement to add closed captions / Subtitles to any movie, tv show / video game.", 1149, 55
www.jrrjokien.com,2023-07-04,76,2193,25,107,234,this is your annual reminder that The Lord of the Rings is a Christmas movie, 7087, 325
marcvenema.bsky.social,2024-10-19,79,5368,13,75,257,"Barred Owl on a cold, rainy evening.\n#wildlifephotography #birdphotography #owl", 6995, 160
scipexplorist.bsky.social,2024-10-22,59,542,3,11,37,The Andromeda galaxy captured by the Hubble Space telescope, 10771, 98
bencollins.bsky.social,2023-04-27,55,1863,9,38,131,"We didn't do the Enron thing, but it's a fantastic bit.", 328888, 3734
schwroark.bsky.social,2024-11-10,21,2080,8,31,114,Enjoy your evening ⭐️, 2821, 220
lyle.wrathclub.com,2023-10-24,239,754,0,43,45,"Every year some 70 year old executive decides it\'s time to make NEW Christmas music, and it ends up sounding like the musical equivalent of not knowing what to do with your hands, followed by a chorus that says ""it\'s Christmas time"" twice.", 8027, 64
dreamcatcher01.bsky.social,2023-09-12,41,539,0,8,17,I'm just gonna save this one for later..., 16577, 29709
tylerhuckabee.bsky.social,2023-05-01,38,1120,1,40,56,libbing out with him would fix any man, 5012, 3064
hawaiianimages.bsky.social,2023-04-28,298,958,2,13,68,"The Sculptor Galaxy, from my imaging session last night. A so-called ""fireworks galaxy"", there\'s a lot of new star formation happening in the clouds of gas an dust that surround that golden core. About 22 million LY out. Tomorrow I\'ll point out what\'s in the background. :)  \n#astrophotography\n 🌿📷🔭", 8027, 7368
prisonculture.bsky.social,2023-05-05,290,546,4,12,109,I've been working on a project focused in part on John Brown for the past few months. And the thing that is evident is that John Brown was rooted and embedded in a COMMUNITY and that's what enabled him to do what he did. He was remarkable but not singular. This offers contemporary lessons., 89286, 8181
mcbridetd.bsky.social,2023-12-04,166,485,3,13,33,"European Federation of Journalists to stop posting content on X\n\nThe EFJ represents over 295,000 journalists in 44 countries\nwww.thelondoneconomic.com/news/media/e...", 5909, 2701
alanrockefeller.bsky.social,2023-11-22,81,1132,0,23,78,"Mycena sp. found yesterday in Oakland, California\n\n#fungifriends #mycena #oakland", 1224, 156
kevinhearne.bsky.social,2023-05-05,161,967,8,52,44,Do you ever watch Sense & Sensibility and marvel that Kate Winslet got to sit in a comfy chair on a sunny day in England and have Alan Rickman read poetry to her, 7523, 4077
carlquintanilla.bsky.social,2023-05-13,294,2196,9,85,175,"The Eagles release “Peaceful Easy Feeling” today in 1972 — the third single from their debut album.\n\n“I didn't think it was going to be a hit,” said songwriter Jack Tempchin. “I didn't think it had a hook. It's not a love song exactly. The guy's going, ‘Hey, either way it's going to be fine.’”", 97636, 488
garethlpowell.bsky.social,2023-04-22,239,1929,21,37,124,"The observable universe contains an estimated 2 trillion galaxies, each containing hundreds of billions of stars. Unfortunately, if life exists in any of those other 2 trillion galaxies, we'll never know, because they're just too far away.", 13314, 5866
meganimation.bsky.social,2023-06-22,178,1428,14,105,80,"God as an adult now, I love school,  I just love learning new things is that weird??? If I won the lottery I think I'd just go off the grid and get like 3 doctorates or something", 5614, 613
bellaqueen.bsky.social,2024-11-25,1,855,2,17,42,🌅, 11456, 44
youranoncentral.bsky.social,2023-06-27,135,2103,22,116,329,"If this was 1775, all of today’s self proclaimed patriots would be supporting King George. They don’t want democracy, they want a king.", 252477, 599
audhd-psychnp.com,2023-09-08,300,1542,13,77,167,"Fear of tarring children with these labels once kept numbers down, are we now applying them too liberally?""\n\nNo. We are not. 😐\n\n""It has also left a group in the cold: children who are not high functioning, who have limited communication and who struggle with daily life""\n\nNo. We have not.* You have.", 3089, 2888
juddlegum.bsky.social,2023-04-27,224,2320,48,146,487,"A woman who worked at an IHOP for 13 YEARS was fired for serving a homeless man a stack of pancakes and a glass of water\n\n""I need my job, but I would still do it again. I truly would. I would still help somebody if I could.", 292282, 428
everythingspace.bsky.social,2024-10-19,113,1049,3,11,62,"A cosmic tip of the hat to you, from the Sombrero Galaxy, 30 million light-years away in the constellation Virgo.", 13431, 32
nasahubblenews.bsky.social,2024-11-13,209,2166,3,30,115,Witch Head To Death Star: Rare Space Phenomena Captured By NASA's Telescopes 🔭 \n\nNASA’s telescopes not only produce mesmerising visuals but also offer critical scientific data.\n\n#Astronomy #NASA #Hubble #Space, <NA>, <NA>
sciencesocks.bsky.social,2023-08-31,119,939,14,59,74,"#JWST reveals unseen details of the ""Mystic Mountain Monster""\n\nCredit: Hubble, NASA, ESA, Judy Schmidt, PhotoshopTM\n🔭🐡🧪", <NA>, <NA>
blueutah.bsky.social,2024-11-12,131,2042,5,23,70,This is a phone picture I took while descending into the Grand Canyon one early morning last October.\n#GrandCanyon #Hiking #Rim2Rim, 7904, 321
naturescompass.bsky.social,2024-11-28,9,3862,8,48,159,Amazing 😍, 6607, 100
jamesgunn.bsky.social,2023-04-23,6,437,6,25,26,Sweet., 192454, 541
paisleystars.bsky.social,2023-07-26,108,600,1,8,42,"My current favourite aurora spot was bafflingly full of tourists at 7am, so I went down to the beach instead", 3581, 3290
martinrickman.bsky.social,2023-06-01,38,1852,30,42,263,someone just stole my humongous grinch, 3894, 1691
charalanahzard.bsky.social,2023-10-17,44,683,3,86,30,"Hi, I have some news. \n\nyoutu.be/IvBlOwKgXfc", 33057, 77
tweetpotato314.bsky.social,2024-03-17,69,741,3,28,53,they should make eminem rap battle the guy who sings about the grinch, 18569, 631
thenewsagents.com,2023-11-02,211,366,2,16,16,"A huge thank you to everyone who made our first ever live show at the Royal Albert Hall such an incredible day! 💫\n\nWe’re looking forward to seeing more of you in Birmingham, Manchester and Edinburgh next year! 🔜", 74362, 259
dreamcatcher01.bsky.social,2023-09-12,62,494,2,14,24,Good Monday morning \nWishing you a day of moments of wonder..., 16584, 29709
knsc.bsky.social,2024-02-19,162,2479,0,26,98,"Feeling bloody awful, more tomorrow, probably.\n\nNice to see the #foxes getting a bit of love - thanks all for looking.\n\n#ukwildlife #wildlife #photography #nature", 842, 526
ronfilipkowski.bsky.social,2024-11-11,273,3947,44,250,725,George Washington pardoned people convicted of sedition. Adams for treason. Madison & Monroe pardoned pirates. Jackson for a robbery conviction. Lincoln soldiers who deserted. FDR pardoned smugglers. Truman bribery & fraud. I guess none of them cared about the rule of law., 477298, 365
stephank.bsky.social,2023-07-24,192,335,3,23,21,"Remember after Rise of Skywalker came out everybody was like ""Palpatine canonically fucks"" as a bit\n\nAnd Disney responded by going ""NO HE DOESN\'T. THAT WAS A CLONE. PALPATINE DOES NOT FUCK!!!", 1195, 295
softhomothug.bsky.social,2024-11-12,122,420,1,32,10,"and just like that, at 1:06am, i have finished the final chapter of my dissertation. i can finally come from under water 🥹", 869, 430
jrbolt.bsky.social,2023-06-22,189,697,9,36,84,Movie about Jack Skellington and the Grinch trying to steal Christmas from each other until they finally come to a stalemate. The last 20 minutes is an insane knife fight like in The Raid 2, 3705, 1443
universespace.bsky.social,2024-11-19,114,571,2,9,37,"The Helix Nebula is a planetary nebula located in the constellation Aquarius.\n\n Discovered by Karl Ludwig Harding,", 9296, 121
ekvitki.bsky.social,2024-09-05,162,1205,1,15,118,Commission for Unimpressed_Planet\n\n#pixelart #art #pixels #space #saturn #vibe #aesthetic #commission #vgen\n\nWant one of your own? We can make it! vgen.co/ekvitki, 13301, 715
billinportland.bsky.social,2024-11-16,291,1585,1,38,71,A Thanksgiving weekend miracle! We haven't seen Hercules---who bounced back from a bad case of squirrel pox a couple years ago that covered him head to toe in lesions---since Oct. 15th. Today he came bounding up to the window for almonds like he'd never been gone. What a relief. He says hi., 657, 73
lozowy.bsky.social,2024-10-18,179,1262,6,29,180,"Georgians fight for their freedom, as putin and Ivanishvili try to create a Belarus type state in the Caucasus.\nAnd our flag is right there, in the center of the capital, Tbilisi.", 3481, 658
markharris.bsky.social,2023-05-22,165,1005,8,43,38,"Wicked is now among the year's ten top-grossing movies in the U.S., which brings the total number of non-sequels in the year's top ten to...\n\n[consults abacus]\n\none.", 47355, 2098
katewagner.bsky.social,2023-04-28,37,820,12,35,85,The green knight is a Christmas movie, 22932, 1145
number10cat.bsky.social,2024-08-14,192,2511,15,71,254,The Christmas tree has arrived on Trafalgar Square! It's a gift to the people of London from the people of Oslo. A tree has been given annually since 1947. Thank you our Norwegian friends 🇳🇴 🎄, 83555, 80
hansonmark.bsky.social,2023-07-26,162,154,14,6,64,PLOS to move away from APC model. PLOS moves designed to make publishing equitable.\n\nplos.org/redefining-p...\n\n#ScientificPublishing #AcademicSky #AcademicChatter, 4914, 860
erikangner.com,2023-07-03,183,87,2,68,4,"Sorry this is so vague but if you're an academic asked to do consulting work for a major corporation, how do you go about picking a fee? Any pointers would be appreciated #academicsky", 6921, 2060
davidbflower.bsky.social,2023-09-27,107,960,2,22,64,The Andromeda Galaxy from last month. 🔭 🧪 🎨 #astrophotography #SciArt #photography #StormHour #ThePhotoHour, 41131, 7058
felixcolgrave.bsky.social,2023-09-27,300,240,0,7,8,"One time in a video interview for a doc, while deriding the movie Sausage Party I sarcastically said the words ""what if cartoons were RUDE?""\n\nThey isolated that soundbite, then cut to a Flash Cartoon about Bin Laden, and then cut back to me seemingly praising it (I was praising the movie Persepolis)", 8126, 20
lizziedearden.bsky.social,2023-10-26,245,386,74,48,274,"In July, I FOI'd the Home Office for the full breakdown of spending on the Rwanda scheme\n\nI was refused because the government planned to publish the data in future, and today is the day. These numbers are in millions \nwww.gov.uk/government/p...", 31307, 1170
